"text","label"
"chati mein dard sans nahi aa rahi",2
"no mmjor issue",0
"behosh ho gaya pulse high",2
"light breathing problem",1
"miild shortness off breath",1
"fver withoout cold",1
"halki khasi hai",0
"saans nahi aa rahi hai",2
"patient collapsed",2
"halkis aans ki tkalif",1
"thoda sar dard h",0
"bukhaar ke saath ulti 43",1
"behosh ho gaya pulse bahut high",2
"patient not breathing",2
"hheart attack symptoms severe chest pain",2
"puls vry hgh unconsious",2
"chakkar aur kamzori 72",1
"mild chest pain 25",1
"genrl wekness",0
"fever but cold nahi 3 days se 5",1
"bkuhr high fever",1
"halki saans ki taklif",1
"bukhaar body pain no cough no cold",1
"fever 102 no cough just body pain",1
"chst pin brething problm 123",2
"chst crushgnp ain",2
"no majr issue",0
"high fvr bina khansi ke",1
"mild fever no ocld",0
"continuous fever since 2 days",1
"bukhaar hai khaansi nahi 47",1
"seene discomfort",1
"mmild hedahce",0
"emergenyc hai patient collapse ho gaya",2
"badan garm hai khansi nahi",1
"halki fever hai nahi",0
"oxygen level critical",2
"chest pain breathing porblem",2
"hgh fever no cld 10 97",1
"khansi nahi",1
"slight stable",0
"sans lene mei ndikkat ho rahi hai 114",1
"minor issue hai koi badi baat nahi",0
"mild sore throat",0
"bukhr high fever 12",1
"chest pain itna severe hai emergency karo",2
"palptatons mild",1
"tez bukhaar aur badan dard 73",1
"criticall breathing failure",2
"mask chahiye jaldi",2
"minor allergy",0
"dizzinnes sand weakness",1
"chest mild 143",1
"spo2 below mergency",2
"bukhaar nahi bas kamzoori",0
"mild sore throat",0
"severe breathlessness cnanot speak",2
"small cut minor injury",0
"slgiht runny nose",0
"fever high hai body pain bhi",1
"saans ki nali band ho rahi hai",2
"oxygen low ptient 115",2
"fvr 101 headach",1
"n omajor issue",0
"teez bukhaar bina sardik e",1
"kamzori",0
"light brething problem",1
"cannot berathe at all",2
"normal zukam 38",0
"mild shortness of breath 100",1
"patient baat nahi kar paa rah aoxygen low",2
"sans lene mein thodi problem",1
"fvr higgh cld",1
"chakkar aa rahe hian",1
"badan mein bahut dard hai bukhaar ke saath 104",1
"saans bilkul nahi aa rahi emergency hai",2
"respratry distrss sevr",2
"minor issue hai koi badi nahi 38",0
"thoda sar dard h 30",0
"mild pain",1
"spo2 drpping emergeny 133",2
"slight nose",0
"light coold 91",0
"patient not breathing properly",2
"no major isuse 144",0
"kamzori lag rahi hai",0
"sans lene mein dikkat ho rahi hai",1
"bukhaar bbahut zyada",1
"mild fever without ocld 4",0
"patient collapse ho gaya",2
"chhoti si chot lagi",0
"mild headache",0
"bukhaar high fever",1
"patient collapsed 36 14",2
"mild feveer no cold",0
"seene mein itna dard ki hilna mushkil",2
"genrl wekness",0
"sligth cough on fever",0
"sans lene mein dikkat ho rahi hai",1
"dizziness feel ho raha hai",1
"high fvr bina khanis ke",1
"bohot tez dard saans ruktee ja rahi 138",2
"hedaaache",0
"halka bukhar h 24",0
"slgiht fatigue",0
"saans lena ho rahaa hai",2
"sir mein halka dard 141",0
"mild hedaache",0
"bohot tez dards aans ruktee ja rahi",2
"behosh pade hain pulse nahi aa raha",2
"high fvrr bina khansi ke",1
"mild headche",0
"generrl wekneess",0
"bukhr high fever",1
"milld headche",0
"minor issue hai koi badi baat nahi 120",0
"fever 102 no coold just weakness",1
"oxygen level gir raha hai",2
"mild sa headache ho raha haii 90",0
"fever 102 no cough just body pain",1
"seene mein idscomfort",1
"oxygen low patinet unconscious 57",2
"unnresponsive low oxygen 101",2
"ehadche",0
"halka sa boody ache 125",0
"no commplaints",0
"dizziness while standing 32",1
"mild shortnes of breath",1
"badan mein bahut dard hai bukhaar ke saath",1
"critical breathhing",2
"fvr 101 headach 114",1
"chest tightness mild",1
"palpitatiosn mlid",1
"spo2 brething issue 19",2
"miled headache",0
"seene mein iitna dard ki hilna mushkil 97",2
"haalki zukam hai 53",0
"generl",0
"norml cold cough",0
"high fever no cough",1
"minor allergy 94 19",0
"behosh ho gaaye hain",2
"mild fever no cold",0
"fvr 102 body pin",1
"high bodyy pain",1
"behosh hho gya pulse hgh",2
"behosh hainn saans mushkil se aa rahi",2
"sirf halka bukhaar hai cold nahi",0
"weakness hai 25",0
"normol cold cough 113 109",0
"no complaints",0
"mild breathlessness on exertion",1
"saans nahi aa rhai hai",2
"mild chst pain 70",1
"milld",1
"severe breathlessness cannot speak",2
"behosh ho gya pulse hgh",2
"oxygen  bahut kam hai 139",2
"thoda weakness ahi 51",0
"tez bukhaar hai zukam nahi 38",1
"halka bukhaar hai",0
"oxygen critical level pe hai",2
"slightt stable",0
"fever 101 headache",1
"minor allergy",0
"fever hai but cold nahi 3 days es",1
"chest mein bahut tez dard saans rukr ahi",2
"oxygen critical level pe hai",2
"badan garm hai khansi nahi",1
"mild shortness of breath",1
"bahut zyada bukhaar hai",1
"halki feverh ai sardi nahhi",0
"thoda bukhaar hai khansi nahi 149",0
"patient collapse ho gaya",2
"oxyng critcl",2
"fvvr",0
"sevr chest pain cant mov",2
"chti me drd sns nhi rhi",2
"patient respond nahi kar raha oxyggen low 115",2
"chhati dab rahi hai saans nahi",2
"sans lene mein thodi problem",1
"kamzori lag rahii hai",0
"minor",0
"fever 102 no cough just body pain",1
"severe breathlessness ptaient baat nahi kar pa raha",2
"oxygen mask jaldi 68",2
"zukam 104",0
"sirf zukam hai bukhaar nahi",0
"chest discomfort mild 118",1
"fever without coldd 3 days 67",1
"oxgyn critcal 74",2
"chst crushng pain",2
"spo2 lowb reathing issue",2
"high temperature body pain",1
"patient not breathing properly",2
"thoid si fatigue 107",0
"chest mein bahut tez dadr saans ruk rahi 40",2
"continuos fever",1
"thoda bukhaar hai khansi nahi",0
"bukhaar 3 din se hai",1
"mlid shortness of breath",1
"no majr issue 143",0
"no mjor issue",0
"patient respond nahii kar raha oxygen",2
"hai",0
"cchakkarr aur kamzori",1
"oxygen bahut kam hai",2
"saans rukne wali hai",2
"mild fever no codl",0
"general weakness",0
"chhati bahut tez dard saans nahi",2
"normal cold coough 117",0
"mild sa bukhar h sttable h 99",0
"routine problem hai",0
"oxygen gir raah hai unconscious hai",2
"dizziness feel ho raha hai 68 49",1
"critcaal",2
"breathing thodi difficult ho rahi hai",1
"saans lene mein thodi talkif 110",1
"chest crushing pain ho rahi hai 1",2
"efver without cold 3 adys",1
"badan mein bahut dard hai bukhaar ke saath",1
"mlid chst",1
"no majr issue",0
"bukhaar hgh fever",1
"severec hest tightness breathe emergency",2
"tez bukhaar aur badan dadr",1
"critcal",2
"condition hai low",2
"general weakness feel ho rahi hhai",0
"normal",0
"sans lene mein dikkat ho rahi hai",1
"palpitations mild 27",1
"bukhaar bahut zyada hai",1
"low breathing issue",2
"sevr breathlesness",2
"mild shortnes of breath",1
"low fever no cough no cold",0
"slght fever stable",0
"chakkarr aa rahe hain 104",1
"bukhaar 103 koi aur symptom nahi",1
"dizziness feel ho raha hai",1
"chst pain",2
"bohot dard saans ruktee ja rhai",2
"chhoti si chot lagi 130",0
"continuos fever",1
"oxygen olw ptient unconscious",2
"normall cold cough",0
"halka bukhaarr hai cold nahi",0
"sevr chest pain cant mov 53",2
"behsoh ho gaye hain",2
"bohot tez dard saans ruktee jar ahi",2
"3 din se ubkhaar ja raha",1
"generl wekness",0
"bukhr ghgh fever",1
"saans lena impossible ho raha hai",2
"low fveer stablle",0
"behosh ho gaya pulse high",2
"chst crushng pain 59 83",2
"sirf halka bukhaar hai cold nahi",0
"mild hedche7 2",0
"chestt ightness mild 29",1
"chest pin brething problem",2
"fvr 101 hedaach",1
"oxygen low ahi patien tunconscious",2
"chakkar aa rahe hain",1
"halka sa aache",0
"continuous fever since 2 days",1
"fever ovmiting",1
"patient hosh mein nahi hai 142",2
"egnrl wekness 109",0
"thodi hkansi hai",0
"102 khansi nahi",1
"thoda fever hai stable hai 11",0
"neend nahi aa rahi 124",0
"oxygen critical level pe hai",2
"fever 101 headache",1
"general",0
"chest pin brethiing problem",2
"severe chesst pain hai saans nahi aa rahi",2
"fever",1
"badan garm hai khansi nahi",1
"general weakness feel ho rahi hai",0
"fever without cold 2 din se",1
"mild fever no cold",0
"patient respond nahi karr aha oxygen low",2
"patient respond nahi kar raha oxygen low 114",2
"behosh pade hain pulse nahi rhaa",2
"chati sans nahi aa rahi",2
"slight fever stable",0
"no majr issue",0
"chest pain itna severe hai emergency call karo",2
"sirf bukhaar hai cold nahi",1
"mild chst pain 12",1
"no ssue",0
"spo2 drppinng emergeny",2
"seene mein itna ki hilna mushkil",2
"bukhr hgh fever",1
"thoda fever hai stabble hai",0
"oxygn low patint unconscous",2
"saans rukne wali ahi",2
"oxyggen dropping",2
"slight cough no fever",0
"seene mein thodi jalan",1
"bukhaar 3 din se hai 130",1
"unreesponsive olw oxygen",2
"chakkar aa rahe hain 105",1
"lwo grade fever",0
"badan agrm hai khansi nahi",1
"oxygen low ptient unconscious",2
"sveere pain cannot move",2
"behosh hain pulse nahi aa raha",2
"behosh pade hai npulse nahi aa raha",2
"oxygn levelc ritcl",2
"slght fevvre stable",0
"fever",1
"mild nausea",0
"cold coughh",0
"mild sa bukhar h stable h",0
"breathing problm mild",1
"thodi khansi hai 146 131",0
"pulse very high unconscious",2
"severe chest tightness  caannot breathe",2
"chest pain itna hai emergency call karo 15",2
"high fvr bina khansi",1
"oxygen bahut kam hai",2
"palptatons mild",1
"norml cold cough",0
"persistnt headache fever",1
"chest pain itna severe hai emergency call karo 127 6",2
"fever without cold 2 din se 62 146",1
"thodi kamzroii",0
"spo2 80 se neeche gaya emergenyc 68",2
"chati mein dard sans nahi aa rahi",2
"pulse very aur behsoh hain",2
"presistnt headache fever",1
"mild chest",1
"chest discomfrt",1
"hosh nahi aa raha pulse zyada",2
"patient collapsed pulse weak",2
"spo2 low brething issue",2
"bukhaar sardi nahi",1
"dizziness and weakness ho rahi hai 41",1
"heart attack symptoms severe chest pain",2
"patient collapsed weak",2
"chati mein dard sans aa rahi 49",2
"slght fever stable",0
"slight fever stable",0
"saans lene mein thodi taklif",1
"general weakness 32",0
"patient respond nahi kar raha oxygen low",2
"oxygen low hai patient unconscious",2
"norml cold cough 76",0
"fever hai but cold nahi 3 days se",1
"mild sa bukhar h stable h",0
"genral weakness 73",0
"spo2 drop ho raha hai breathing issue 44 17",2
"kamzroi lag rahi hai",0
"chaati me dard saans nahi aa rahi",2
"saans ki nali band ho rahi hai",2
"slight fever stable 112 55",0
"oxgyen bahut kam hai",2
"breathiing problm mild",1
"perssitent fever 3 days",1
"halki saans ki takkilf",1
"severe breathlessness cannot speak",2
"miled headache",0
"palpitations mild",1
"normall cold cough",0
"mild chst pain",1
"cold",0
"80 se neeche gaya emergency",2
"htodi kamzori",0
"pet dard",0
"behosh oh gaye hain",2
"saans nahi aa rahi hai 128",2
"chhati mein halka dard",1
"bukhaar ke ulit",1
"minor issue haai koi badi baat nahi",0
"mild",0
"chest pain breahting problem",2
"uthh naih pa raha oxygen igra hua hai",2
"saans ki nali band ho rahi haai 97",2
"normal cold cough",0
"mask jaldi",2
"halki zukam hai 70",0
"behsoh ho gaey hain",2
"oxygen low ptient unconscious 27",2
"tez bukhaar aur badan dard",1
"mild sa headaech ho raha hai",0
"oxygen mask chahiye jaldi",2
"seene itna dard ki hilna mushkil 60",2
"light cold",0
"mil dhedche",0
"genrl wekness",0
"breathing tohdi difficcult ho rahi hai",1
"seene mein iitna dard ki hilna mushkil",2
"thdoi si fatigue",0
"mild shortnes of breath",1
"pulse very high aur beehosh hain",2
"halka sa bodya che 90",0
"mme drd sns nhi rhi",2
"behosh ho gaya pulse bahut high",2
"drpping emergeny",2
"halkaa bukhaar hai",0
"sevr chest pain cant mov",2
"nomrl cold",0
"mild fever without cold",0
"severe chest pain hai saans nahi rahi 6",2
"no",0
"no complaints",0
"mild headache",0
"saa body ache",0
"emergency hai patient collapse ho gaya 147 17",2
"patient pulse weak 94",2
"halka s abody ache",0
"cant breth at all",2
"zukam 65",0
"saans nahi le pa rahe hain",2
"chti drd sns nhi rhi",2
"sans llene mein thodi probleem",1
"mild  hedache",0
"chst",2
"patient collapsed pulse weak",2
"low feevr no cough no cold",0
"patinet respond nahi kar raha oxygen low 149",2
"sevr breathlesness 134",2
"behosh pade hain saans se aa",2
"oxygen low patient  unconscious",2
"fever 101 no runny nnose 145",1
"sevree chest  pain cannot move",2
"low grade fever",0
"generl wekness 102",0
"sans lene mein dikkat ho rahi",1
"slight fatigue 3",0
"critical breathing afilure",2
"general weakness feel ho rahi hai 101",0
"pulse very high aur behosh hain 63",2
"high fevern o cough",1
"bilkul naahi aa rahi emergency hai",2
"paatient baat nahi kar pa oxygen low",2
"sans thodi mushkil hai",1
"puls vry hgh unccoonsious",2
"chhati mein crushing dard",2
"chest discomfort mild",1
"dizziness and weakness ho rahi hai",1
"light cold",0
"bukhaar kamzori",0
"saans meiin thodi taklif",1
"light",0
"bohot tez adrd saans ruktee ja rahi",2
"mild sa bukhar h stbale hh",0
"low fever stable",0
"fever 101 headaceh",1
"thoda kharab hai 71",0
"kamzori lag rahi",0
"bahut zyad abukhaar hai",1
"saans ki nali band ho rahi hai 70",2
"102 khansi naahi",1
"spo2 low breathing issue 75 107",2
"puls vryh gh unnconsious",2
"ppateint unconscious oxgyn low 6",2
"chhati mein halka dard",1
"palptatons mild",1
"mild fever without cold",0
"chest discomfrt 58 15",1
"sirf zukam hai bukhaarn ahi",0
"genrall weakness",0
"genrl wekness",0
"norrmol cold cough",0
"fever with body pain no cold",1
"chest idscomfort mild",1
"patient collapse ho gaya",2
"uthh nahi pa raha oxygen gira hua hai",2
"pateint unconscious oxxgyn low",2
"chhati mein crushing dard 126 37",2
"cant breeth all",2
"halki ffever sardi nahi",0
"seene mein thodi jalan",1
"fever with body pain no cold",1
"chest discomfort ho raha hai",1
"general weakness feel ho rahi hai 63",0
"clolapsed",2
"sevr breathlesness 11",2
"thodi si fatiuge",0
"bukhar tez h sardi nhi",1
"saans nahi le pa rahe",2
"oxygen mas kchahiye",2
"patient",2
"bbadan garm hai khansi nahi 40",1
"sans thodi mushkil hai",1
"chakkar aur kamzori",1
"chest discomfort ho raha hai",1
"sirf halka bukhaar hai cold nahi",0
"halki khasi hai 98",0
"oxyygn low patint unconscous",2
"oxgyn critcal",2
"bukhr high fever",1
"dizziness and weakness ho rahi hai",1
"spo2 drpping meergeny",2
"haalka hai",0
"fever 101 no runny nose 127",1
"dizzyyness weaknesss",1
"sop2 below 90 emergency",2
"fvr high no cld 36 95",1
"patient collapsed 93",2
"ligth",0
"oxygn low patint unconscoous",2
"fever 102 body",1
"mild hedache",0
"routtien problem hai",0
"mild pain",1
"moderate fever wiith",1
"severe chest tightness cannot breathe",2
"breathing problm mild 146 70",1
"mild hedache 146",0
"high fvr bina kahnsi ke",1
"chest mein bahut tez dard saans ruk rahi 117",2
"egneral weakness ho rahi hai",0
"saans ki nali band ho rahi haai",2
"normall cold cough",0
"sevr chest pain cant mov",2
"pet mein thoda dard",0
"emergency hai patient collapse ho",2
"bukhaar hgh fever 27",1
"thodi khansi hai",0
"bukhaar hai pr khansi nahi",1
"halka sa body ache",0
"badan mein bahut dard hai bukhaar ke saath",1
"mild sa headache ho raha hai 141",0
"badan garm hai khansi nahi",1
"general 149",0
"behosh ho gaya pulse bahut high",2
"chhati dab rahi hai saans nahi",2
"minor issue haai koi badi baat nnahi",0
"oxygen low ptient unconsscious",2
"uthh nahi pa raha oxygen gira hua hai 39",2
"dizziness feel ho raha hai 142",1
"chest mein bahut tez dard saans ruk rahi",2
"dizziness while 98",1
"behosh ho gyaa pulse bahut high",2
"patient not breathing propperlyy",2
"spo2 breathing issue",2
"routine problem hai",0
"chst  pin brething problm 124",2
"oxygen low patient unconscious",2
"thodi kamzoir 139",0
"persistnt heaadache",1
"persistnt headache fever 66",1
"oxygen kam hai 25",2
"fever high hai body pain bhi",1
"halka sa body ache",0
"nd wekkness",1
"sans thodi mushkli hai 149",1
"cold",0
"chest",1
"severe breathlessness patient baat nahi kar pa raha 123",2
"thoda sa dard 107",0
"thodi khansi hhai 114",0
"thodi khansi hai",0
"low grade feever",0
"badan mein bahut dard hai bukhaar ke saath",1
"generel weakness",0
"mild shortnes of breath 139",1
"no maojr problem hai 122",0
"chest pin brething problem",2
"routine prroblem hai",0
"hgh fever no cld",1
"oxygen level gir raha hai",2
"sir mein halka dard",0
"feever 102 aur boddy mein dard",1
"slight runny nose",0
"bukhaar high fever",1
"mild sa headache ho raha hai",0
"ocntinuous fever sicne 2 days",1
"saans nahi aa rahi hai 121",2
"critcal",2
"hoshn ahi aaa raha pulse zyada",2
"unresponsive low oxygen",2
"generel weakness",0
"minor allergy 27 142",0
"chest mein bahut tez dard saans ruk rahi",2
"fever without cold 2 din se",1
"sirf zukam hai bukhaar nahi",0
"dizziness feel ho raha hai",1
"normol cold cough",0
"genral weakness",0
"halka bukhaar hai",0
"fever 103 noo other symptoms 57",1
"sans lene meein dikkat ho rahi hai 104",1
"thoda bukhaar hai nahi",0
"hgh fever",1
"behosh h ogaye hain 3",2
"slight cold hai",0
"mild chest tightness feel ho rahi hai",1
"thoda fever hai stable hai",0
"ppet mein thoda dard",0
"chest pain",1
"fvr 101 headach",1
"fever high ahi body pain bhi 77",1
"egnral weakness 138",0
"behossh hho gaye hain",2
"slight fevr stable",0
"fevr1 03 body ach 52",1
"spo2 low breathiing iissue",2
"chhoti si chot lagi",0
"chhati mein bahut tez dard saans 3",2
"low fever stable",0
"fever 101 no runny nose",1
"thoda fever hai stable hai",0
"fevr body ahc",1
"spo2 drpping emergeny",2
"bukhaar nahi bas kamzori 6",0
"high fever with body ache",1
"oxygen mask jaldi 1",2
"mild sa ho raha hai 47",0
"patient collapsed pulse weak 41 10",2
"saans ki nali band ho rahi hai 80",2
"badan garm hai nahi 70",1
"patient baat nahi kar pa raha oxygen low",2
"hgh fever 27",1
"uthh nahi pa raha oxygen gira hua hai 58",2
"cant breth at all",2
"bukhaar ke saath ulti",1
"oxygen chahiye patient",2
"haalka bukhaar hai cold nahi",0
"noo mjor issue 35",0
"bukhaar 10 2khansi nahi",1
